,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,NumDealsPurchases,Response,Spent,Children,Is_Parent,Age,Month,cluster,embedding_x,embedding_y
23,1409,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,0,270,3,27,39,6,99,7,1,5,8,7,0,444,1,1,73,3,Econômicos Jovens,10.83936882019043,15.632099151611328
24,7892,1969,Graduation,Single,18589.0,0,0,2013-01-02,89,0,6,4,25,15,12,13,2,1,3,7,2,0,75,0,0,55,1,Famílias Vinícolas,17.408336639404297,4.784243583679199
25,2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,0,173,4,30,3,6,41,5,1,4,7,4,0,257,2,1,48,5,Pais Experientes Consumistas,-1.2255882024765015,21.00396156311035
26,9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,0,36,2,42,20,21,10,2,1,4,3,2,0,131,1,1,35,5,Tradicionais Moderados,0.472785085439682,0.3942154049873352
27,1966,1965,PhD,Married,84618.0,0,0,2013-11-22,96,0,684,100,801,21,66,0,6,9,10,2,1,0,1672,0,0,59,11,Famílias Vinícolas,14.685924530029297,5.500072002410889
28,6864,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,0,8,4,10,2,2,4,3,0,3,5,2,0,30,0,0,35,5,Famílias Vinícolas,18.23188018798828,4.422337532043457
29,3033,1963,Master,Together,38620.0,0,0,2013-05-11,56,0,112,17,44,34,22,89,2,5,3,3,1,0,318,0,0,61,5,Famílias Vinícolas,17.141077041625977,5.903179168701172
30,5710,1970,Graduation,Together,40548.0,0,1,2012-10-10,31,0,110,0,5,2,0,3,2,1,4,5,2,0,120,1,1,54,10,Econômicos Jovens,10.467100143432617,16.931697845458984
31,7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,0,96,12,96,33,22,43,4,1,6,6,6,1,302,2,1,72,10,Caçadores de Descontos,-5.202653408050537,6.446659564971924
32,8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,0,482,34,471,119,68,22,3,5,9,7,1,0,1196,0,0,78,2,Famílias Vinícolas,13.59743595123291,5.126341342926025
33,10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,0,40,0,19,2,1,3,2,0,3,7,1,0,65,2,1,73,8,Pais Experientes Consumistas,0.6507985591888428,19.937164306640625
34,4339,1970,PhD,Married,67353.0,0,1,2013-12-31,37,0,702,17,151,0,8,35,5,6,12,2,5,0,913,1,1,54,12,Econômicos Jovens,10.166277885437012,13.033570289611816
35,10755,1976,2n Cycle,Married,23718.0,1,0,2013-09-02,76,0,6,3,14,15,7,36,3,1,2,7,3,0,81,1,1,48,9,Tradicionais Moderados,2.4035115242004395,3.453068494796753
36,8595,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,0,55,0,6,2,0,4,1,1,3,5,2,0,67,1,1,51,2,Econômicos Jovens,12.460710525512695,15.985994338989258
37,2968,1943,PhD,Divorced,48948.0,0,0,2013-02-01,53,0,437,8,206,160,49,42,7,10,5,6,2,1,902,0,0,81,2,Clientes Premium Exclusivos,15.77096939086914,-5.349027633666992
38,8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,0,421,76,536,82,178,102,8,6,5,4,2,0,1395,1,1,44,4,Econômicos Jovens,9.11289119720459,13.796775817871094
39,503,1985,Master,Married,20559.0,1,0,2013-03-12,88,0,13,1,29,3,0,7,2,0,3,8,2,0,53,1,1,39,3,Tradicionais Moderados,2.6138012409210205,2.8207271099090576
40,8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,0,9,0,6,3,1,3,0,0,3,5,1,0,22,1,1,67,12,Econômicos Jovens,9.926796913146973,17.348142623901367
41,2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,0,3,1,10,3,2,12,2,0,3,5,3,0,31,1,1,49,10,Tradicionais Moderados,-0.25442421436309814,0.4870421886444092
42,1371,1976,Graduation,Single,79941.0,0,0,2014-06-28,72,0,123,164,266,227,30,174,2,4,9,1,1,0,984,0,0,48,6,Famílias Vinícolas,12.717267036437988,4.305440425872803
43,9909,1996,2n Cycle,Married,7500.0,0,0,2012-11-09,24,0,3,18,14,15,22,50,3,1,3,9,3,1,122,0,0,28,11,Clientes Premium Exclusivos,15.005516052246094,-6.235263824462891
44,7286,1968,Graduation,Together,41728.0,1,0,2013-05-24,92,0,13,6,15,3,5,13,2,0,2,10,1,0,55,1,1,56,5,Tradicionais Moderados,1.7811777591705322,4.006956100463867
45,6566,1954,PhD,Married,72550.0,1,1,2012-11-08,39,0,826,50,317,50,38,38,5,2,12,8,9,0,1319,2,1,70,11,Pais Experientes Consumistas,-1.0280359983444214,18.473421096801758
46,8614,1957,Graduation,Widow,65486.0,0,1,2014-05-12,29,0,245,19,125,37,67,14,4,2,10,2,1,0,507,1,1,67,5,Econômicos Jovens,9.271685600280762,14.93126106262207
47,4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,0,650,37,780,27,167,32,6,9,13,3,1,0,1693,0,0,60,8,Famílias Vinícolas,13.41392707824707,5.204764366149902
48,1331,1977,Graduation,Single,35790.0,1,0,2013-01-02,54,0,12,6,20,30,1,3,2,0,3,7,2,0,72,1,1,47,1,Tradicionais Moderados,0.7120381593704224,1.7671618461608887
49,2225,1977,Graduation,Divorced,82582.0,0,0,2014-06-07,54,0,510,120,550,156,40,241,4,9,7,1,1,1,1617,0,0,47,6,Clientes Premium Exclusivos,16.70140266418457,-4.719325065612793
50,9381,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,0,328,9,124,12,24,109,4,2,10,3,7,0,606,2,1,46,6,Pais Experientes Consumistas,-0.6804366111755371,18.68593978881836
51,6260,1955,Master,Together,82384.0,0,0,2012-11-19,55,0,984,51,432,180,120,190,3,10,13,1,1,1,1957,0,0,69,11,Clientes Premium Exclusivos,15.70399284362793,-5.245086193084717
52,10383,1966,Graduation,Divorced,70287.0,0,0,2013-04-02,30,0,295,35,482,121,120,40,5,5,10,3,1,1,1093,0,0,58,4,Clientes Premium Exclusivos,16.003999710083008,-5.287517070770264
53,7437,1988,Graduation,Single,27938.0,1,0,2014-04-28,31,0,13,0,8,2,1,5,1,0,4,3,1,0,29,1,1,36,4,Tradicionais Moderados,0.4530312418937683,0.4095618724822998
54,8375,1968,PhD,Married,55954.0,0,1,2014-03-03,63,0,447,0,28,0,0,43,8,2,6,7,3,0,518,1,1,56,3,Econômicos Jovens,10.734668731689453,14.657671928405762
55,6853,1982,Master,Single,75777.0,0,0,2013-07-04,12,0,712,26,538,69,13,80,3,6,11,1,1,1,1438,0,0,42,7,Clientes Premium Exclusivos,16.721981048583984,-5.600430011749268
56,3076,1975,Graduation,Together,66653.0,1,1,2012-09-07,18,0,452,18,102,16,18,6,4,2,12,3,4,0,612,2,1,49,9,Pais Experientes Consumistas,-0.9309690594673157,19.56238555908203
57,1012,1952,Graduation,Single,61823.0,0,1,2013-02-18,26,0,523,7,134,37,14,169,8,2,10,7,4,0,884,1,1,72,2,Econômicos Jovens,9.827640533447266,15.111942291259766
58,6518,1951,PhD,Widow,67680.0,0,1,2013-06-11,8,0,546,0,48,0,6,6,7,3,8,5,1,0,606,1,1,73,6,Econômicos Jovens,9.463955879211426,16.156936645507812
59,4137,1948,Graduation,Together,70666.0,0,0,2013-12-06,29,0,398,40,367,119,122,30,7,4,4,4,1,0,1076,0,0,76,12,Famílias Vinícolas,15.261292457580566,4.617028713226318
60,8082,1971,Graduation,Married,25721.0,1,0,2013-05-21,75,0,1,3,6,3,6,15,1,1,2,7,1,1,34,1,1,53,5,Caçadores de Descontos,-4.498855113983154,10.597954750061035
61,1386,1967,Graduation,Together,32474.0,1,1,2014-05-11,0,0,10,0,1,0,0,0,1,0,2,7,1,0,11,2,1,57,5,Pais Experientes Consumistas,-0.7203184962272644,21.128868103027344
62,9369,1979,2n Cycle,Single,88194.0,0,1,2014-03-19,19,0,688,14,309,201,24,38,11,10,10,5,1,1,1274,1,1,45,3,Caçadores de Descontos,-5.44689416885376,6.530048847198486
63,4477,1958,Graduation,Together,69096.0,0,1,2013-09-27,4,0,247,49,159,7,82,109,5,2,10,4,1,0,653,1,1,66,9,Econômicos Jovens,9.09864616394043,15.048279762268066
64,1357,1970,Graduation,Together,74854.0,1,2,2013-04-08,90,0,856,59,487,58,29,73,2,5,5,5,7,0,1562,3,1,54,4,Pais Experientes Consumistas,-0.9910916686058044,18.43871307373047
65,1402,1954,Master,Married,66991.0,0,0,2012-09-11,1,0,496,36,460,189,60,12,4,8,6,3,3,0,1253,0,0,70,9,Famílias Vinícolas,12.67752742767334,5.208998680114746
66,6312,1959,Graduation,Married,65031.0,0,1,2013-03-17,29,0,258,107,291,84,37,86,10,3,13,7,4,0,863,1,1,65,3,Econômicos Jovens,8.856033325195312,14.595088005065918
67,8132,1975,PhD,Married,60631.0,1,1,2013-04-05,88,0,565,6,65,0,6,19,9,2,8,7,5,0,661,2,1,49,4,Pais Experientes Consumistas,-0.5482592582702637,18.52611541748047
68,1050,1952,Graduation,Married,28332.0,0,0,2014-04-30,58,0,14,10,13,4,15,9,2,1,4,2,1,0,65,0,0,72,4,Famílias Vinícolas,16.636606216430664,5.888363361358643
69,5846,1977,Graduation,Divorced,40246.0,1,0,2012-12-19,68,0,2,1,6,2,1,1,1,0,2,6,1,0,13,1,1,47,12,Tradicionais Moderados,0.48618084192276,1.7006762027740479
70,1859,1972,Master,Married,75251.0,0,0,2012-08-27,34,0,721,111,925,97,18,18,7,6,5,5,1,1,1890,0,0,52,8,Clientes Premium Exclusivos,16.349138259887695,-4.992920875549316
71,7503,1976,Graduation,Single,75825.0,0,0,2012-10-12,40,0,1032,105,779,137,105,51,5,8,9,4,0,1,2209,0,0,48,10,Clientes Premium Exclusivos,16.60713005065918,-4.911578178405762
72,10401,1976,2n Cycle,Together,26326.0,0,0,2013-09-04,12,1,1,0,5,0,3,9,0,0,3,3,1,0,18,0,0,48,9,Famílias Vinícolas,18.094985961914062,5.628049373626709
73,1618,1965,Graduation,Together,56046.0,0,0,2013-01-02,9,0,577,0,64,0,0,51,10,1,8,8,2,1,692,0,0,59,1,Clientes Premium Exclusivos,15.450324058532715,-5.9985575675964355
74,3332,1985,Graduation,Single,29760.0,1,0,2012-08-29,87,0,64,4,68,7,5,17,3,1,4,8,4,0,165,1,1,39,8,Tradicionais Moderados,2.140258312225342,3.0648999214172363
75,2261,1969,Graduation,Married,26304.0,1,0,2013-06-23,5,0,4,1,5,2,0,4,1,0,2,7,1,0,16,1,1,55,6,Tradicionais Moderados,-0.7061101794242859,0.33423617482185364
76,5346,1973,2n Cycle,Married,23559.0,1,0,2013-07-03,87,0,25,5,19,7,0,23,3,0,3,7,3,0,79,1,1,51,7,Tradicionais Moderados,1.8185113668441772,3.759887218475342
77,4119,1963,Master,Together,38620.0,0,0,2013-05-11,56,0,112,17,44,34,22,89,2,5,3,3,1,0,318,0,0,61,5,Famílias Vinícolas,17.133224487304688,5.9178547859191895
78,535,1987,Graduation,Divorced,81361.0,0,0,2014-02-25,18,0,163,23,424,27,65,76,3,10,13,1,1,0,778,0,0,37,2,Famílias Vinícolas,13.091065406799316,5.611079216003418
79,5268,1960,Graduation,Married,29440.0,1,1,2013-08-11,95,0,17,8,14,10,4,3,1,0,4,7,2,0,56,2,1,64,8,Pais Experientes Consumistas,1.051568865776062,18.812490463256836
80,273,1970,Master,Married,36138.0,1,1,2013-07-16,48,0,130,0,16,0,0,5,3,1,4,7,5,0,151,2,1,54,7,Pais Experientes Consumistas,-0.08541079610586166,19.154447555541992
81,4452,1957,Graduation,Single,50388.0,0,1,2014-05-28,3,0,292,6,37,0,3,34,6,1,6,7,4,1,372,1,1,67,5,Caçadores de Descontos,-5.177354335784912,6.430645942687988
82,8504,1973,Graduation,Married,79593.0,0,0,2014-05-12,70,0,350,60,568,110,133,145,5,6,7,2,1,0,1366,0,0,51,5,Famílias Vinícolas,13.25044059753418,3.583071708679199
83,771,1967,Graduation,Together,54178.0,0,1,2014-01-21,79,0,135,9,39,4,0,7,2,2,5,2,1,0,194,1,1,57,1,Econômicos Jovens,12.069127082824707,15.868757247924805
84,11178,1972,Master,Single,42394.0,1,0,2014-03-23,69,0,15,2,10,0,1,4,1,0,3,7,1,0,32,1,1,52,3,Tradicionais Moderados,1.3483620882034302,4.144838809967041
85,2230,1970,PhD,Married,23626.0,1,0,2014-05-24,84,0,27,2,14,0,0,0,3,1,3,5,3,0,43,1,1,54,5,Tradicionais Moderados,1.7102491855621338,3.891357898712158
86,7516,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,0,5,3,11,12,5,9,2,0,3,6,1,0,45,1,1,41,5,Tradicionais Moderados,0.44653722643852234,0.49587932229042053
87,7247,1960,Graduation,Widow,47916.0,0,1,2012-11-22,72,0,505,0,26,0,0,75,7,4,6,6,5,0,606,1,1,64,11,Econômicos Jovens,10.86813735961914,14.691505432128906
88,11100,1972,Graduation,Divorced,51813.0,1,1,2013-04-11,37,0,51,2,7,0,1,2,2,0,3,7,2,0,63,2,1,52,4,Pais Experientes Consumistas,-1.1846469640731812,20.325716018676758
89,4646,1951,2n Cycle,Married,78497.0,0,0,2013-12-01,44,0,207,26,447,75,0,223,5,7,12,2,1,0,978,0,0,73,12,Famílias Vinícolas,13.815284729003906,5.066988945007324
90,3037,1983,PhD,Married,50150.0,0,0,2013-06-20,32,0,135,46,92,65,61,11,5,2,7,5,2,0,410,0,0,41,6,Famílias Vinícolas,17.790733337402344,5.246393203735352
91,1473,1960,2n Cycle,Single,47823.0,0,1,2013-07-23,0,0,53,1,5,2,1,10,2,0,3,8,2,0,72,1,1,64,7,Econômicos Jovens,9.97542667388916,17.402475357055664
92,1016,1959,PhD,Single,34554.0,0,1,2014-03-30,43,0,41,1,6,2,0,5,2,0,3,6,2,0,55,1,1,65,3,Econômicos Jovens,11.26207160949707,16.18332862854004
93,4518,1979,Graduation,Together,85693.0,0,1,2013-04-20,59,0,386,172,183,185,132,111,9,5,11,5,2,0,1169,1,1,45,4,Econômicos Jovens,8.686983108520508,13.933268547058105
94,9370,1945,PhD,Married,65846.0,0,0,2013-05-17,68,0,562,81,276,80,40,81,6,3,6,4,1,0,1120,0,0,79,5,Famílias Vinícolas,15.078685760498047,4.569699287414551
95,8908,1959,Graduation,Married,87195.0,0,0,2014-05-08,35,0,217,76,690,50,26,38,3,11,5,1,1,1,1097,0,0,65,5,Clientes Premium Exclusivos,15.793535232543945,-5.335381507873535
96,8373,1979,Basic,Together,24594.0,1,0,2013-12-10,94,0,1,3,6,10,0,9,1,0,3,5,1,0,29,1,1,45,12,Tradicionais Moderados,2.957010269165039,3.3941359519958496
97,7533,1964,Graduation,Married,49096.0,1,1,2013-09-24,15,0,144,1,32,2,1,7,4,1,4,7,4,0,187,2,1,60,9,Pais Experientes Consumistas,-1.0484622716903687,20.999528884887695
98,2683,1969,Graduation,Married,52413.0,0,2,2013-02-02,56,0,295,106,271,75,98,65,6,4,12,6,4,0,910,2,1,55,2,Econômicos Jovens,8.825296401977539,20.056228637695312
99,3629,1978,Graduation,Single,38557.0,1,0,2012-12-19,17,0,76,3,31,4,4,27,3,1,3,7,2,0,145,1,1,46,12,Tradicionais Moderados,-0.011654684320092201,0.316812664270401
100,10991,1960,Master,Married,89058.0,0,0,2012-12-07,18,0,454,194,106,31,22,43,5,4,4,2,1,0,850,0,0,64,12,Famílias Vinícolas,12.483977317810059,4.648815155029297
101,5077,1979,Graduation,Together,77298.0,0,1,2013-11-02,46,0,425,115,292,23,35,79,6,6,11,3,1,0,969,1,1,45,11,Econômicos Jovens,10.010773658752441,13.334321975708008
102,7431,1991,PhD,Single,68126.0,0,0,2012-11-10,40,0,1332,17,311,23,51,86,7,4,5,9,1,1,1820,0,0,33,11,Clientes Premium Exclusivos,16.826915740966797,-5.454503536224365
103,3267,1963,Master,Together,57288.0,0,1,2014-06-25,27,0,527,0,21,0,0,60,8,1,8,6,3,0,608,1,1,61,6,Econômicos Jovens,9.791435241699219,15.836264610290527
104,999,1991,Graduation,Single,86037.0,0,0,2013-01-02,95,0,490,44,125,29,20,22,6,7,11,3,1,1,730,0,0,33,1,Clientes Premium Exclusivos,16.5335693359375,-5.278427600860596
105,9215,1980,PhD,Married,43974.0,1,0,2012-12-12,19,0,378,0,101,0,0,72,6,4,6,7,5,0,551,1,1,44,12,Tradicionais Moderados,0.9329350590705872,2.602234125137329
106,2286,1962,Graduation,Single,50785.0,1,1,2013-09-10,27,0,64,1,21,0,1,27,2,1,3,6,2,0,114,2,1,62,9,Pais Experientes Consumistas,0.027820762246847153,20.467761993408203
107,1592,1970,Graduation,Married,90765.0,0,0,2014-01-24,25,0,547,99,812,151,82,33,4,6,5,1,0,0,1724,0,0,54,1,Famílias Vinícolas,12.769845008850098,4.845608711242676
108,367,1978,2n Cycle,Married,36550.0,1,0,2013-02-19,74,0,47,90,94,123,103,120,9,1,5,9,5,0,577,1,1,46,2,Tradicionais Moderados,1.2266603708267212,2.8329575061798096
109,5234,1967,2n Cycle,Together,30753.0,1,1,2013-07-11,85,0,12,5,25,0,9,30,1,1,3,5,2,0,81,2,1,57,7,Pais Experientes Consumistas,0.6267913579940796,17.855287551879883
110,9862,1969,Graduation,Together,21918.0,1,0,2013-11-14,37,0,1,6,7,11,5,3,2,0,3,6,2,0,33,1,1,55,11,Tradicionais Moderados,-0.24696195125579834,1.413917899131775
111,9805,1953,Master,Together,56129.0,0,1,2013-06-20,65,0,320,48,133,39,72,48,6,2,10,4,4,0,660,1,1,71,6,Econômicos Jovens,10.051997184753418,14.1272611618042
112,6205,1967,Master,Single,32557.0,1,0,2014-02-24,13,0,34,3,29,0,4,10,2,1,3,5,3,1,80,1,1,57,2,Caçadores de Descontos,-3.8349430561065674,11.619708061218262
113,8442,1985,Master,Married,19510.0,2,0,2013-09-04,63,0,9,0,7,3,4,7,1,0,3,7,2,0,30,2,1,39,9,Tradicionais Moderados,-7.129095554351807,-2.2072739601135254
114,7386,1976,Graduation,Divorced,30992.0,1,0,2013-04-22,83,0,17,0,14,7,3,2,1,0,3,7,1,0,43,1,1,48,4,Tradicionais Moderados,2.739835739135742,3.6834053993225098
115,7215,1983,Graduation,Single,101970.0,0,0,2013-03-12,69,0,722,27,102,44,72,168,6,8,13,2,0,1,1135,0,0,41,3,Clientes Premium Exclusivos,16.335023880004883,-5.287155628204346
116,1491,1965,2n Cycle,Together,71488.0,0,0,2013-02-18,87,0,162,33,124,40,28,172,3,4,7,1,2,0,559,0,0,59,2,Famílias Vinícolas,16.7410831451416,8.922765731811523
117,11071,1984,Graduation,Single,79607.0,0,0,2013-04-21,37,0,450,133,951,173,0,216,3,6,6,1,1,1,1923,0,0,40,4,Clientes Premium Exclusivos,16.708826065063477,-4.715895652770996
118,3381,1953,Master,Married,54348.0,1,1,2014-06-08,51,0,70,0,16,0,0,4,2,0,4,6,2,0,90,2,1,71,6,Pais Experientes Consumistas,0.5027500987052917,19.947795867919922
119,11051,1956,PhD,Together,77376.0,1,1,2014-05-10,72,0,492,19,110,16,12,12,6,3,10,4,4,0,661,2,1,68,5,Pais Experientes Consumistas,-0.9687064290046692,18.4644718170166
120,8026,1952,Graduation,Married,62998.0,0,1,2013-09-30,10,0,120,58,73,65,89,58,5,4,5,5,5,0,463,1,1,72,9,Econômicos Jovens,9.161478042602539,15.381329536437988
121,433,1958,Master,Alone,61331.0,1,1,2013-03-10,42,0,534,5,47,0,5,41,11,1,6,8,5,0,632,2,1,66,3,Pais Experientes Consumistas,-0.4193228781223297,19.08685874938965
122,9597,1969,Graduation,Married,73448.0,0,0,2014-02-10,10,0,236,106,189,23,41,130,7,2,9,4,1,0,725,0,0,55,2,Famílias Vinícolas,12.515212059020996,4.715993404388428
123,5290,1964,PhD,Married,41551.0,1,1,2013-08-14,51,0,220,0,33,3,0,23,5,1,5,8,5,0,279,2,1,60,8,Pais Experientes Consumistas,-0.1442086100578308,19.36203384399414
124,1685,1967,PhD,Together,62981.0,0,0,2013-03-17,21,0,796,14,590,38,44,0,4,5,13,3,1,0,1482,0,0,57,3,Famílias Vinícolas,13.45436954498291,5.3120222091674805
125,5342,1976,Basic,Divorced,9548.0,1,0,2012-08-08,31,0,0,1,3,10,6,9,1,0,3,8,2,0,29,1,1,48,8,Tradicionais Moderados,0.24076871573925018,0.7455788254737854
126,9579,1959,PhD,Married,33762.0,2,1,2013-07-07,61,0,53,1,34,2,0,16,2,2,2,8,3,0,106,3,1,65,7,Tradicionais Moderados,4.865393161773682,-6.145971775054932
127,7660,1973,PhD,Alone,35860.0,1,1,2014-05-19,37,0,15,0,8,4,2,20,1,1,2,5,2,1,49,2,1,51,5,Caçadores de Descontos,-7.235238552093506,8.025203704833984
128,1461,1965,PhD,Divorced,36921.0,1,1,2013-07-28,74,0,17,1,12,3,1,4,2,0,3,7,2,0,38,2,1,59,7,Pais Experientes Consumistas,0.8655272722244263,18.84711456298828
129,821,1992,Master,Single,92859.0,0,0,2012-10-19,46,0,962,61,921,52,61,20,5,4,12,2,1,0,2077,0,0,32,10,Famílias Vinícolas,13.305452346801758,5.72992467880249
130,11084,1976,Master,Together,65104.0,0,1,2013-11-14,4,0,738,0,232,13,20,50,3,5,7,7,2,1,1053,1,1,48,11,Caçadores de Descontos,-5.348663806915283,6.527616500854492
131,8690,1962,Graduation,Married,86111.0,0,0,2013-04-19,73,0,399,28,756,36,40,126,5,7,10,2,1,0,1385,0,0,62,4,Famílias Vinícolas,14.698431015014648,4.673392295837402
132,2937,1974,PhD,Single,68352.0,0,1,2013-08-28,47,0,614,16,132,43,33,33,8,5,9,6,3,0,871,1,1,50,8,Econômicos Jovens,9.453182220458984,13.700289726257324
133,9701,1988,Graduation,Together,41883.0,1,0,2013-03-19,13,0,32,34,41,73,16,116,4,2,3,7,3,0,312,1,1,36,3,Tradicionais Moderados,1.2142763137817383,0.2593388557434082
134,9949,1976,Graduation,Married,59809.0,0,2,2012-10-18,36,0,598,16,141,32,41,49,3,3,6,8,3,0,877,2,1,48,10,Econômicos Jovens,8.85335922241211,20.034040451049805
135,10837,1975,Graduation,Married,23957.0,1,0,2012-10-28,47,0,2,1,18,20,11,16,2,0,3,6,1,1,68,1,1,49,10,Caçadores de Descontos,-4.486804008483887,10.611042022705078
136,3120,1981,Graduation,Together,38547.0,1,0,2013-08-28,49,1,6,1,10,0,1,4,1,0,2,8,1,0,22,1,1,43,8,Caçadores de Descontos,2.446884870529175,10.615633010864258
137,5885,1973,2n Cycle,Married,35688.0,2,1,2012-08-22,94,0,73,3,90,12,1,32,4,1,4,8,7,0,211,3,1,51,8,Tradicionais Moderados,4.95255708694458,-6.233293056488037
